,Datetime,Tweet_id,Content
96,2020-11-15 14:59:17+00:00,1327989554163322883,"Today’s  dashboard update adds 2,383 cases and two deaths. Don’t let down your guard: Mask up and distance around those who aren’t members of your household. Learn more at    "
97,2020-11-14 15:11:31+00:00,1327630247626375169,"3/4 Also in the  Update: our risk index for activities. Small household gatherings are one of the reasons for the current increase. Mask up, distance and move activities outside to reduce the chance of transmission.  "
98,2020-11-14 14:59:55+00:00,1327627325333127168,"Today’s  dashboard update is adding 3,476 cases and 43 deaths. Don’t let down your guard:
- Mask up in public.
- Maintain physical distance of at least 6 feet.
- Wash hands thoroughly.
- Stay home if sick.
- Other tips: 

  1/4 "
99,2020-11-14 01:00:02+00:00,1327415961541021696,"Arizona continues to see an increase in  cases. Certain measures can help to slow the spread: Wear a mask when you are out in public places, wash your hands often, and physically distance at least 6 ft from others.   "
100,2020-11-13 15:12:00+00:00,1327267981349576705,"Today, 3,015  cases and 17 deaths are being added to the ADHS dashboard. Wearing a mask in public is one way to help slow the spread of illness in our communities, please do your part.   "
101,2020-11-11 22:00:01+00:00,1326645883761520640,"Wearing a mask in public is one way to help slow the spread of  in our communities, please do your part. Mask Tip: Don’t let your mask sit under your nose. If it gapes open, it’s not doing its job.   "
102,2020-11-10 15:12:01+00:00,1326180820890095620,"Today, 3,434  cases and 28 deaths are being added to the ADHS dashboard. We know that masks are one of the most effective methods for preventing transmission and urge all Arizonans to wear a mask to help slow the spread of COVID-19.   "
103,2020-11-08 23:00:00+00:00,1325573816693760003,Please continue to follow the precautions Arizonans have used to combat . Wear a mask in public and stay physically distanced. Visit  for more ways to fight the spread of illness. 
104,2020-11-08 15:02:02+00:00,1325453531151675393,"Today’s  dashboard numbers — 1,880 new cases and 17 deaths — and the upward trend are important reminders to:
- Mask up in public and around those not in your household.
- Maintain physical distance.
- Stay home if sick.
- Learn more: 

 "
105,2020-11-08 00:00:01+00:00,1325226530734301184,"Don't let your guard down: Wear a mask in public, regardless of whether you feel sick. Wear the mask snugly (but comfortably) over your nose and mouth. More  tips here:   "
106,2020-11-07 15:24:05+00:00,1325096692249604096,"Stay home if you feel sick. But keep in mind that some with  show no symptoms. So always follow the precautions: Mask up, physically distance, move small gatherings outdoors. Remember: You’re always safer at home. Learn more:    "
107,2020-11-07 15:10:12+00:00,1325093199531057154,Wearing a mask in public and around those who aren’t members of your household is a proven way to protect yourself and others from .    
108,2020-11-06 15:12:01+00:00,1324731268156764163,"Today, 1,996  cases and 22 deaths are being added to the ADHS dashboard. Wear a mask in public even if you don't feel sick. Tip: When removing your mask, do it by touching the ear loops. Always wash or sanitize your hands after handling your mask.  "
109,2020-11-03 15:12:01+00:00,1323644105801539584,"Today, 1,679  cases and 38 deaths are being added to the ADHS dashboard.  Please remain vigilant. Help prevent the spread by wearing a mask, physically distancing, washing your hands, avoiding large gatherings, and staying home when sick.  "
110,2020-11-01 15:22:16+00:00,1322921909206437888,"Help reduce the spread of  and protect our most vulnerable:
- Mask up in public and maintain physical distance of at least 6 feet.
- Stay home and get tested if you don’t feel well.
- You are always safer at home.
- Learn more:  

 4/4 "
111,2020-11-01 15:05:05+00:00,1322917586682589184,"Today’s dashboard update adds 1,527 cases and two deaths. Reported cases and percent positivity of  have been increasing in Arizona. Prevention works: Wear a mask in public, regardless of whether you feel sick.   1/4 "
112,2020-10-31 22:00:01+00:00,1322659617760006148,"Reported cases and percent positivity of  have been increasing in Arizona. Wear a mask in public, regardless of whether you feel sick.    "
113,2020-10-31 20:07:08+00:00,1322631212016361473,"Each of us has a role in reducing the spread of  and protecting our most vulnerable:
- Mask up in public and maintain physical distance of at least 6 feet.
- Stay home if sick.
- Remember: You are safer at home.
- Other tips: 

 "
114,2020-10-31 20:01:28+00:00,1322629785189675009,"Masks are one of the most effective ways to prevent  transmission. Most of Arizona is covered by a local or county mask mandate, including Maricopa and Pima counties.   5/8 "
115,2020-10-31 19:58:02+00:00,1322628921121153027,If you are planning on participating in  activities: Wear a mask and stay 6 feet from others if you are trick-or-treating. Move gatherings outside. You can find more tips to stay safe tonight at:  3/8 
116,2020-10-31 15:02:29+00:00,1322554540739108865,"Today, 1,901  cases and 45 deaths are being added to the ADHS dashboard.  Please do your part to prevent the spread: Wear a mask in public, physically distance, wash hands thoroughly, avoid large gatherings, and stay home when sick.  "
117,2020-10-30 15:12:01+00:00,1322194555282870274,"Today, 1,565  cases and 16 deaths are being added to the ADHS dashboard. Please wear a mask in public and stay home if you are sick. Visit  for more ways you can help prevent the spread of COVID-19.  "
118,2020-10-29 15:12:01+00:00,1321832164837740553,"Today, 1,315  cases and 13 deaths are being added to the ADHS dashboard. ! Wear your mask snugly over your nose and mouth. Don’t let the mask sit under your nose.  "
119,2020-10-27 15:12:01+00:00,1321107388271857664,"Today, 1,157  cases and 16 deaths are being added to the ADHS dashboard. Wearing a mask is one thing you can do to help keep your family, co-workers, and community safe.   "
120,2020-10-26 15:12:00+00:00,1320744999307399171,"Today, 801  cases and one death are being added to the ADHS dashboard.  Please do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, avoid large gatherings, and stay home when sick.  "
121,2020-10-25 20:00:07+00:00,1320455119352274945,"Wear your mask snugly (but comfortably) over your nose and mouth. Don’t let the mask sit under your nose. If it hurts your ears, try one that ties behind your head instead of looping over your ears.   "
122,2020-10-25 15:10:46+00:00,1320382301461622784,"Today, 1,392  cases and five deaths are being added to the ADHS dashboard. Wear a mask in public, regardless of whether you feel sick. You’re protecting yourself, your family, ; others in the event you are infected ; don’t have any symptoms.  "
123,2020-10-22 17:20:00+00:00,1319327658895867904,"Increased cases and percent positivity show that  is still actively circulating in AZ. Continue to take important prevention steps: Wear a mask in public, physically distance, wash hands thoroughly, avoid large gatherings, ; stay home when sick. "
124,2020-10-20 15:12:08+00:00,1318570702912524290,"Today, 1,040  cases and seven deaths are being added to the ADHS dashboard.  We all have a role in preventing the spread. Wearing a mask is one thing you can do to keep your family, co-workers, and community safe.   "
125,2020-10-19 15:12:01+00:00,1318208286777290752,"Today, 748  cases and three deaths are being added to the ADHS dashboard. Wear a mask in public, regardless of whether you feel sick. You’re protecting yourself, your family, ; others in the event you are infected ; don’t have any symptoms.  "
126,2020-10-18 15:21:06+00:00,1317848183901360129,"Today, 742  cases and three deaths are being added to the ADHS dashboard. Do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.  "
127,2020-10-15 15:12:00+00:00,1316758733662420995,"Today, 1,113  cases and 17 deaths are being added to the ADHS dashboard. Do your part to prevent the spread of COVID-19: Wear a mask in public, physically distance, wash hands thoroughly, and stay home when sick.   "
128,2020-10-10 15:02:17+00:00,1314944345187917825,"Today, 894  cases and 13 deaths are being added to the ADHS dashboard. Please do your part to prevent the spread. If you need a reusable cloth face mask, please fill out the order form here:   "
